LocalDateTime,DateTime,hour,minute,BA_total,wind_check,lower_wind,upper_wind,quantile,variance,extracted_hour
2019-02-12T16:30:00.0,2019-02-12T20:30:00.0,20,30,1582.0832235,1.0,1158.4947569669835,1799.1384959,0.5583907063109285,27353.70144406613,16
2019-02-12T16:35:00.0,2019-02-12T20:35:00.0,20,35,1587.855662,1.0,1158.4947569669835,1799.1384959,0.5716561300774313,27353.70144406613,16
2019-02-12T16:40:00.0,2019-02-12T20:40:00.0,20,40,1587.39959,1.0,1158.4947569669835,1799.1384959,0.5706126424590576,27353.70144406613,16
2019-02-12T16:45:00.0,2019-02-12T20:45:00.0,20,45,1569.9770521,1.0,1177.339498568644,1799.1384959,0.5487313876827522,24756.117074112874,16
2019-02-12T16:50:00.0,2019-02-12T20:50:00.0,20,50,1558.7214113,1.0,1177.339498568644,1799.1384959,0.5208392870515743,24756.117074112874,16
2019-02-12T16:55:00.0,2019-02-12T20:55:00.0,20,55,1551.5314423,1.0,1177.339498568644,1799.1384959,0.5029594566973169,24756.117074112874,16
2019-02-12T17:00:00.0,2019-02-12T21:00:00.0,21,0,1531.7066102,1.0,1059.6817535001899,1799.1384959,0.39945099517056537,40096.70029195212,17
2019-02-12T17:05:00.0,2019-02-12T21:05:00.0,21,5,1528.9318978,1.0,1059.6817535001899,1799.1384959,0.39476232696955016,40096.70029195212,17
2019-02-12T17:10:00.0,2019-02-12T21:10:00.0,21,10,1517.6745626,1.0,1059.6817535001899,1799.1384959,0.3758765409657739,40096.70029195212,17
2019-02-12T17:15:00.0,2019-02-12T21:15:00.0,21,15,1499.9346498,1.0,932.4089058651342,1799.1384959,0.37560161919284757,55659.765554782934,17
2019-02-12T17:20:00.0,2019-02-12T21:20:00.0,21,20,1489.1206527,1.0,932.4089058651342,1799.1384959,0.36116235145008524,55659.765554782934,17
2019-02-12T17:25:00.0,2019-02-12T21:25:00.0,21,25,1480.7583866,1.0,932.4089058651342,1799.1384959,0.3501297032887709,55659.765554782934,17
2019-02-12T17:30:00.0,2019-02-12T21:30:00.0,21,30,1458.89109609,1.0,718.0086867529859,1799.1384959,0.35237959057554896,85834.6739813257,17
2019-02-12T17:35:00.0,2019-02-12T21:35:00.0,21,35,1445.28402439,1.0,718.0086867529859,1799.1384959,0.33918698480075504,85834.6739813257,17
2019-02-12T17:40:00.0,2019-02-12T21:40:00.0,21,40,1424.41870699,1.0,718.0086867529859,1799.1384959,0.3193461007415686,85834.6739813257,17
2019-02-12T17:45:00.0,2019-02-12T21:45:00.0,21,45,1402.38662148,1.0,546.7540662395504,1799.1384959,0.33959822692494457,114658.59458336327,17
2019-02-12T17:50:00.0,2019-02-12T21:50:00.0,21,50,1386.245103,1.0,546.7540662395504,1799.1384959,0.3264954963111415,114658.59458336327,17
2019-02-12T17:55:00.0,2019-02-12T21:55:00.0,21,55,1363.6305881,1.0,546.7540662395504,1799.1384959,0.30847445499205317,114658.59458336327,17
2019-02-12T18:00:00.0,2019-02-12T22:00:00.0,22,0,1345.9117547,1.0,474.9104847579581,1799.1384959,0.3320562667874203,129178.24612825131,18
2019-02-12T18:05:00.0,2019-02-12T22:05:00.0,22,5,1317.7916879,1.0,474.9104847579581,1799.1384959,0.3101763028996448,129178.24612825131,18
